content_id,title,description,category,level,duration,difficulty,rating
1278,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Advanced,138,1,3.53
1279,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Advanced,94,1,2.66
1280,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,36,3,4.23
1281,SQL for Data Science,Build projects and gain practical experience.,Programming,Beginner,196,2,4.11
1282,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Intermediate,22,1,4.3
1283,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Software Engineering,Intermediate,142,1,4.0
1284,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Programming,Beginner,74,1,2.9
1285,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,130,1,2.65
1286,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Beginner,119,2,4.54
1287,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,59,3,3.04
1288,Advanced Excel for Business,Build projects and gain practical experience.,Programming,Beginner,141,2,3.86
1289,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,59,3,3.71
1290,"Web Development with HTML, CSS & JavaScript",Build projects and gain practical experience.,Programming,Intermediate,49,1,4.8
1291,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Advanced,44,2,3.88
1292,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Web Development,Intermediate,26,3,3.95
1293,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Advanced,111,3,3.3
1294,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,124,1,4.9
1295,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,197,3,4.03
1296,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,142,3,2.51
1297,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Business Analytics,Beginner,100,3,3.89
1298,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Cyber Security,Intermediate,115,1,3.41
1299,Data Science Bootcamp,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Advanced,20,2,2.58
1300,Data Science Bootcamp,Master advanced techniques and industry best practices.,Web Development,Beginner,110,1,3.58
1301,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Web Development,Beginner,191,3,4.43
1302,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Intermediate,196,3,3.76
1303,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,26,2,4.1
1304,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Programming,Beginner,139,3,4.1
1305,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,150,2,4.18
1306,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Programming,Intermediate,113,3,3.47
1307,SQL for Data Science,Understand concepts and apply them to real-life problems.,Programming,Intermediate,148,3,3.43
1308,Data Science Bootcamp,Build projects and gain practical experience.,Cloud Computing,Advanced,198,1,2.51
1309,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Intermediate,117,1,2.89
1310,Cloud Computing with AWS,Understand concepts and apply them to real-life problems.,Cyber Security,Intermediate,185,2,4.88
1311,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,62,1,4.61
1312,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,72,2,3.19
1313,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Intermediate,180,1,3.5
1314,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,121,2,4.85
1315,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Web Development,Beginner,158,3,3.13
1316,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Software Engineering,Beginner,199,2,3.83
1317,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,20,1,2.56
1318,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,33,2,4.05
1319,Machine Learning A-Z,Master advanced techniques and industry best practices.,Programming,Intermediate,141,1,4.83
1320,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,40,3,4.71
1321,Data Science Bootcamp,Perfect for beginners looking to start their journey.,Programming,Beginner,53,1,3.75
1322,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,124,3,4.12
1323,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Web Development,Advanced,33,3,3.92
1324,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,187,1,2.67
1325,SQL for Data Science,Perfect for beginners looking to start their journey.,Programming,Intermediate,141,3,2.9
1326,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Intermediate,182,1,4.91
1327,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Data Science,Intermediate,189,2,3.14
1328,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,101,3,3.46
1329,Advanced Excel for Business,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Advanced,167,2,3.77
1330,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,79,2,4.95
1331,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,156,1,4.22
1332,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Programming,Beginner,134,1,4.07
1333,Power BI for Data Analysis,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,52,3,3.81
1334,Natural Language Processing with Python,Build projects and gain practical experience.,Cyber Security,Intermediate,68,1,4.25
1335,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,23,2,4.16
1336,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Web Development,Beginner,142,2,4.76
1337,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Cloud Computing,Intermediate,195,2,3.85
1338,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,35,3,3.55
1339,Machine Learning A-Z,Step-by-step guide to becoming a professional in this field.,Software Engineering,Intermediate,194,1,4.52
1340,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Beginner,45,2,4.5
1341,Introduction to Cyber Security,Build projects and gain practical experience.,Cloud Computing,Beginner,89,3,2.92
1342,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,56,1,3.09
1343,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,169,1,4.9
1344,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Advanced,26,2,3.61
1345,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Advanced,189,3,3.8
1346,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,49,2,3.28
1347,Cloud Computing with AWS,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Intermediate,93,2,3.7
1348,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Business Analytics,Advanced,140,3,4.36
1349,Introduction to Cyber Security,Build projects and gain practical experience.,Data Science,Beginner,25,2,3.71
1350,Python for Beginners,Build projects and gain practical experience.,Programming,Intermediate,43,3,3.29
1351,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,187,3,2.74
1352,Python for Beginners,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,140,2,4.82
1353,Data Science Bootcamp,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,162,2,4.68
1354,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Intermediate,104,1,4.48
1355,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,152,1,4.24
1356,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,108,3,3.79
